Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20145,A01,DMSOA01,DMSOA01
SP20145,A03,balanol,balanol,0.8,m
SP20145,A04,HTI-286,HTI-286,0.8,m
SP20145,A05,rapamycin,rapamycin,0.8,m
SP20145,A06,concanamycin,concanamycin,0.8,m
SP20145,A07,lactoquinomycin,lactoquinomycin,0.8,m
SP20145,A08,nucleocidin,nucleocidin,0.8,m
SP20145,A09,nigericin,nigericin,0.8,m
SP20145,A10,leptomycin,leptomycin,0.8,m
SP20145,A11,oligomycin,oligomycin,0.8,m
SP20145,A12,echinomycin,echinomycin,0.8,m
SP20145,A13,kanchanomycin,kanchanomycin,0.8,m
SP20145,A14,calicheamicin,calicheamicin,0.8,m
SP20145,A15,neolymphostin,neolymphostin,0.8,m
SP20145,A16,brassilicardin,brassilicardin,0.8,m
SP20145,A17,spliceostatin,spliceostatin,0.8,m
SP20145,A18,MMAD,MMAD,0.8,m
SP20145,A19,Desferrioxamine mesylate,Desferrioxamine mesylate,0.8,m
SP20145,A20,1528E_A,1528E_A,0.8,m
SP20145,A21,1528E_F0,1528E_F0,0.8,m
SP20145,A22,DMSO,DMSO,-1,m
SP20145,A23,DMSOA23,DMSOA23
SP20145,B02,DMSOB02,DMSOB02
SP20145,B03,balanol,balanol,0.4,m
SP20145,B04,HTI-286,HTI-286,0.4,m
SP20145,B05,rapamycin,rapamycin,0.4,m
SP20145,B06,concanamycin,concanamycin,0.4,m
SP20145,B07,lactoquinomycin,lactoquinomycin,0.4,m
SP20145,B08,nucleocidin,nucleocidin,0.4,m
SP20145,B09,nigericin,nigericin,0.4,m
SP20145,B10,leptomycin,leptomycin,0.4,m
SP20145,B11,oligomycin,oligomycin,0.4,m
SP20145,B12,echinomycin,echinomycin,0.4,m
SP20145,B13,kanchanomycin,kanchanomycin,0.4,m
SP20145,B14,calicheamicin,calicheamicin,0.4,m
SP20145,B15,neolymphostin,neolymphostin,0.4,m
SP20145,B16,brassilicardin,brassilicardin,0.4,m
SP20145,B17,spliceostatin,spliceostatin,0.4,m
SP20145,B18,MMAD,MMAD,0.4,m
SP20145,B19,Desferrioxamine mesylate,Desferrioxamine mesylate,0.4,m
SP20145,B20,1528E_A,1528E_A,0.4,m
SP20145,B21,1528E_F0,1528E_F0,0.4,m
SP20145,B22,DMSO,DMSO,-1,m
SP20145,B24,DMSOB24,DMSOB24
SP20145,C01,DMSOC01,DMSOC01
SP20145,C03,balanol,balanol,0.2,m
SP20145,C04,HTI-286,HTI-286,0.2,m
SP20145,C05,rapamycin,rapamycin,0.2,m
SP20145,C06,concanamycin,concanamycin,0.2,m
SP20145,C07,lactoquinomycin,lactoquinomycin,0.2,m
SP20145,C08,nucleocidin,nucleocidin,0.2,m
SP20145,C09,nigericin,nigericin,0.2,m
SP20145,C10,leptomycin,leptomycin,0.2,m
SP20145,C11,oligomycin,oligomycin,0.2,m
SP20145,C12,echinomycin,echinomycin,0.2,m
SP20145,C13,kanchanomycin,kanchanomycin,0.2,m
SP20145,C14,calicheamicin,calicheamicin,0.2,m
SP20145,C15,neolymphostin,neolymphostin,0.2,m
SP20145,C16,brassilicardin,brassilicardin,0.2,m
SP20145,C17,spliceostatin,spliceostatin,0.2,m
SP20145,C18,MMAD,MMAD,0.2,m
SP20145,C19,Desferrioxamine mesylate,Desferrioxamine mesylate,0.2,m
SP20145,C20,1528E_A,1528E_A,0.2,m
SP20145,C21,1528E_F0,1528E_F0,0.2,m
SP20145,C22,DMSO,DMSO,-1,m
SP20145,C23,DMSOC23,DMSOC23
SP20145,D02,DMSOD02,DMSOD02
SP20145,D03,balanol,balanol,0.1,m
SP20145,D04,HTI-286,HTI-286,0.1,m
SP20145,D05,rapamycin,rapamycin,0.1,m
SP20145,D06,concanamycin,concanamycin,0.1,m
SP20145,D07,lactoquinomycin,lactoquinomycin,0.1,m
SP20145,D08,nucleocidin,nucleocidin,0.1,m
SP20145,D09,nigericin,nigericin,0.1,m
SP20145,D10,leptomycin,leptomycin,0.1,m
SP20145,D11,oligomycin,oligomycin,0.1,m
SP20145,D12,echinomycin,echinomycin,0.1,m
SP20145,D13,kanchanomycin,kanchanomycin,0.1,m
SP20145,D14,calicheamicin,calicheamicin,0.1,m
SP20145,D15,neolymphostin,neolymphostin,0.1,m
SP20145,D16,brassilicardin,brassilicardin,0.1,m
SP20145,D17,spliceostatin,spliceostatin,0.1,m
SP20145,D18,MMAD,MMAD,0.1,m
SP20145,D19,Desferrioxamine mesylate,Desferrioxamine mesylate,0.1,m
SP20145,D20,1528E_A,1528E_A,0.1,m
SP20145,D21,1528E_F0,1528E_F0,0.1,m
SP20145,D22,DMSO,DMSO,-1,m
SP20145,D24,DMSOD24,DMSOD24
SP20145,E01,DMSOE01,DMSOE01
SP20145,E03,balanol,balanol,0.05,m
SP20145,E04,HTI-286,HTI-286,0.05,m
SP20145,E05,rapamycin,rapamycin,0.05,m
SP20145,E06,concanamycin,concanamycin,0.05,m
SP20145,E07,lactoquinomycin,lactoquinomycin,0.05,m
SP20145,E08,nucleocidin,nucleocidin,0.05,m
SP20145,E09,nigericin,nigericin,0.05,m
SP20145,E10,leptomycin,leptomycin,0.05,m
SP20145,E11,oligomycin,oligomycin,0.05,m
SP20145,E12,echinomycin,echinomycin,0.05,m
SP20145,E13,kanchanomycin,kanchanomycin,0.05,m
SP20145,E14,calicheamicin,calicheamicin,0.05,m
SP20145,E15,neolymphostin,neolymphostin,0.05,m
SP20145,E16,brassilicardin,brassilicardin,0.05,m
SP20145,E17,spliceostatin,spliceostatin,0.05,m
SP20145,E18,MMAD,MMAD,0.05,m
