96 Plate ID,96 plate number,96 Well,384 Plate ID,Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit,Well X,Well Y
5)C1867-F-12,1,A02,Pfizer_PL_Plate1,SP20241,A03,C1867-F-12_03,C1867-F-12_03,-1,m,3,1
6)C1867-F-13,2,A02,Pfizer_PL_Plate1,SP20241,A04,C1867-F-13_03,C1867-F-13_03,-1,m,4,1
5)C1867-F-12,1,A03,Pfizer_PL_Plate1,SP20241,A05,C1867-F-12_04,C1867-F-12_04,-1,m,5,1
6)C1867-F-13,2,A03,Pfizer_PL_Plate1,SP20241,A06,C1867-F-13_04,C1867-F-13_04,-1,m,6,1
5)C1867-F-12,1,A04,Pfizer_PL_Plate1,SP20241,A07,C1867-F-12_05,C1867-F-12_05,-1,m,7,1
6)C1867-F-13,2,A04,Pfizer_PL_Plate1,SP20241,A08,C1867-F-13_05,C1867-F-13_05,-1,m,8,1
5)C1867-F-12,1,A05,Pfizer_PL_Plate1,SP20241,A09,C1867-F-12_06,C1867-F-12_06,-1,m,9,1
6)C1867-F-13,2,A05,Pfizer_PL_Plate1,SP20241,A10,C1867-F-13_06,C1867-F-13_06,-1,m,10,1
5)C1867-F-12,1,A06,Pfizer_PL_Plate1,SP20241,A11,C1867-F-12_07,C1867-F-12_07,-1,m,11,1
6)C1867-F-13,2,A06,Pfizer_PL_Plate1,SP20241,A12,C1867-F-13_07,C1867-F-13_07,-1,m,12,1
5)C1867-F-12,1,A07,Pfizer_PL_Plate1,SP20241,A13,C1867-F-12_08,C1867-F-12_08,-1,m,13,1
6)C1867-F-13,2,A07,Pfizer_PL_Plate1,SP20241,A14,C1867-F-13_08,C1867-F-13_08,-1,m,14,1
5)C1867-F-12,1,A08,Pfizer_PL_Plate1,SP20241,A15,C1867-F-12_09,C1867-F-12_09,-1,m,15,1
6)C1867-F-13,2,A08,Pfizer_PL_Plate1,SP20241,A16,C1867-F-13_09,C1867-F-13_09,-1,m,16,1
5)C1867-F-12,1,A09,Pfizer_PL_Plate1,SP20241,A17,C1867-F-12_10,C1867-F-12_10,-1,m,17,1
6)C1867-F-13,2,A09,Pfizer_PL_Plate1,SP20241,A18,C1867-F-13_10,C1867-F-13_10,-1,m,18,1
5)C1867-F-12,1,A10,Pfizer_PL_Plate1,SP20241,A19,C1867-F-12_11,C1867-F-12_11,-1,m,19,1
6)C1867-F-13,2,A10,Pfizer_PL_Plate1,SP20241,A20,C1867-F-13_11,C1867-F-13_11,-1,m,20,1
5)C1867-F-12,1,A11,Pfizer_PL_Plate1,SP20241,A21,C1867-F-12_12,C1867-F-12_12,-1,m,21,1
6)C1867-F-13,2,A11,Pfizer_PL_Plate1,SP20241,A22,C1867-F-13_12,C1867-F-13_12,-1,m,22,1
7)C1867-F-16,3,A02,Pfizer_PL_Plate1,SP20241,B03,C1867-F-16_03,C1867-F-16_03,-1,m,3,2
8)C1867-F-23,4,A02,Pfizer_PL_Plate1,SP20241,B04,C1867-F-23_03,C1867-F-23_03,-1,m,4,2
7)C1867-F-16,3,A03,Pfizer_PL_Plate1,SP20241,B05,C1867-F-16_04,C1867-F-16_04,-1,m,5,2
8)C1867-F-23,4,A03,Pfizer_PL_Plate1,SP20241,B06,C1867-F-23_04,C1867-F-23_04,-1,m,6,2
7)C1867-F-16,3,A04,Pfizer_PL_Plate1,SP20241,B07,C1867-F-16_05,C1867-F-16_05,-1,m,7,2
8)C1867-F-23,4,A04,Pfizer_PL_Plate1,SP20241,B08,C1867-F-23_05,C1867-F-23_05,-1,m,8,2
7)C1867-F-16,3,A05,Pfizer_PL_Plate1,SP20241,B09,C1867-F-16_06,C1867-F-16_06,-1,m,9,2
8)C1867-F-23,4,A05,Pfizer_PL_Plate1,SP20241,B10,C1867-F-23_06,C1867-F-23_06,-1,m,10,2
7)C1867-F-16,3,A06,Pfizer_PL_Plate1,SP20241,B11,C1867-F-16_07,C1867-F-16_07,-1,m,11,2
8)C1867-F-23,4,A06,Pfizer_PL_Plate1,SP20241,B12,C1867-F-23_07,C1867-F-23_07,-1,m,12,2
7)C1867-F-16,3,A07,Pfizer_PL_Plate1,SP20241,B13,C1867-F-16_08,C1867-F-16_08,-1,m,13,2
8)C1867-F-23,4,A07,Pfizer_PL_Plate1,SP20241,B14,C1867-F-23_08,C1867-F-23_08,-1,m,14,2
7)C1867-F-16,3,A08,Pfizer_PL_Plate1,SP20241,B15,C1867-F-16_09,C1867-F-16_09,-1,m,15,2
8)C1867-F-23,4,A08,Pfizer_PL_Plate1,SP20241,B16,C1867-F-23_09,C1867-F-23_09,-1,m,16,2
7)C1867-F-16,3,A09,Pfizer_PL_Plate1,SP20241,B17,C1867-F-16_10,C1867-F-16_10,-1,m,17,2
8)C1867-F-23,4,A09,Pfizer_PL_Plate1,SP20241,B18,C1867-F-23_10,C1867-F-23_10,-1,m,18,2
7)C1867-F-16,3,A10,Pfizer_PL_Plate1,SP20241,B19,C1867-F-16_11,C1867-F-16_11,-1,m,19,2
8)C1867-F-23,4,A10,Pfizer_PL_Plate1,SP20241,B20,C1867-F-23_11,C1867-F-23_11,-1,m,20,2
7)C1867-F-16,3,A11,Pfizer_PL_Plate1,SP20241,B21,C1867-F-16_12,C1867-F-16_12,-1,m,21,2
8)C1867-F-23,4,A11,Pfizer_PL_Plate1,SP20241,B22,C1867-F-23_12,C1867-F-23_12,-1,m,22,2
5)C1867-F-12,1,B02,Pfizer_PL_Plate1,SP20241,C03,C1867-F-12_13,C1867-F-12_13,-1,m,3,3
6)C1867-F-13,2,B02,Pfizer_PL_Plate1,SP20241,C04,C1867-F-13_13,C1867-F-13_13,-1,m,4,3
5)C1867-F-12,1,B03,Pfizer_PL_Plate1,SP20241,C05,C1867-F-12_14,C1867-F-12_14,-1,m,5,3
6)C1867-F-13,2,B03,Pfizer_PL_Plate1,SP20241,C06,C1867-F-13_14,C1867-F-13_14,-1,m,6,3
5)C1867-F-12,1,B04,Pfizer_PL_Plate1,SP20241,C07,C1867-F-12_15,C1867-F-12_15,-1,m,7,3
6)C1867-F-13,2,B04,Pfizer_PL_Plate1,SP20241,C08,C1867-F-13_15,C1867-F-13_15,-1,m,8,3
5)C1867-F-12,1,B05,Pfizer_PL_Plate1,SP20241,C09,C1867-F-12_16,C1867-F-12_16,-1,m,9,3
6)C1867-F-13,2,B05,Pfizer_PL_Plate1,SP20241,C10,C1867-F-13_16,C1867-F-13_16,-1,m,10,3
5)C1867-F-12,1,B06,Pfizer_PL_Plate1,SP20241,C11,C1867-F-12_17,C1867-F-12_17,-1,m,11,3
6)C1867-F-13,2,B06,Pfizer_PL_Plate1,SP20241,C12,C1867-F-13_17,C1867-F-13_17,-1,m,12,3
5)C1867-F-12,1,B07,Pfizer_PL_Plate1,SP20241,C13,C1867-F-12_18,C1867-F-12_18,-1,m,13,3
6)C1867-F-13,2,B07,Pfizer_PL_Plate1,SP20241,C14,C1867-F-13_18,C1867-F-13_18,-1,m,14,3
5)C1867-F-12,1,B08,Pfizer_PL_Plate1,SP20241,C15,C1867-F-12_19,C1867-F-12_19,-1,m,15,3
6)C1867-F-13,2,B08,Pfizer_PL_Plate1,SP20241,C16,C1867-F-13_19,C1867-F-13_19,-1,m,16,3
5)C1867-F-12,1,B09,Pfizer_PL_Plate1,SP20241,C17,C1867-F-12_20,C1867-F-12_20,-1,m,17,3
6)C1867-F-13,2,B09,Pfizer_PL_Plate1,SP20241,C18,C1867-F-13_20,C1867-F-13_20,-1,m,18,3
5)C1867-F-12,1,B10,Pfizer_PL_Plate1,SP20241,C19,C1867-F-12_21,C1867-F-12_21,-1,m,19,3
6)C1867-F-13,2,B10,Pfizer_PL_Plate1,SP20241,C20,C1867-F-13_21,C1867-F-13_21,-1,m,20,3
5)C1867-F-12,1,B11,Pfizer_PL_Plate1,SP20241,C21,C1867-F-12_22,C1867-F-12_22,-1,m,21,3
6)C1867-F-13,2,B11,Pfizer_PL_Plate1,SP20241,C22,C1867-F-13_22,C1867-F-13_22,-1,m,22,3
7)C1867-F-16,3,B02,Pfizer_PL_Plate1,SP20241,D03,C1867-F-16_13,C1867-F-16_13,-1,m,3,4
8)C1867-F-23,4,B02,Pfizer_PL_Plate1,SP20241,D04,C1867-F-23_13,C1867-F-23_13,-1,m,4,4
7)C1867-F-16,3,B03,Pfizer_PL_Plate1,SP20241,D05,C1867-F-16_14,C1867-F-16_14,-1,m,5,4
8)C1867-F-23,4,B03,Pfizer_PL_Plate1,SP20241,D06,C1867-F-23_14,C1867-F-23_14,-1,m,6,4
7)C1867-F-16,3,B04,Pfizer_PL_Plate1,SP20241,D07,C1867-F-16_15,C1867-F-16_15,-1,m,7,4
8)C1867-F-23,4,B04,Pfizer_PL_Plate1,SP20241,D08,C1867-F-23_15,C1867-F-23_15,-1,m,8,4
7)C1867-F-16,3,B05,Pfizer_PL_Plate1,SP20241,D09,C1867-F-16_16,C1867-F-16_16,-1,m,9,4
8)C1867-F-23,4,B05,Pfizer_PL_Plate1,SP20241,D10,C1867-F-23_16,C1867-F-23_16,-1,m,10,4
7)C1867-F-16,3,B06,Pfizer_PL_Plate1,SP20241,D11,C1867-F-16_17,C1867-F-16_17,-1,m,11,4
8)C1867-F-23,4,B06,Pfizer_PL_Plate1,SP20241,D12,C1867-F-23_17,C1867-F-23_17,-1,m,12,4
7)C1867-F-16,3,B07,Pfizer_PL_Plate1,SP20241,D13,C1867-F-16_18,C1867-F-16_18,-1,m,13,4
8)C1867-F-23,4,B07,Pfizer_PL_Plate1,SP20241,D14,C1867-F-23_18,C1867-F-23_18,-1,m,14,4
7)C1867-F-16,3,B08,Pfizer_PL_Plate1,SP20241,D15,C1867-F-16_19,C1867-F-16_19,-1,m,15,4
8)C1867-F-23,4,B08,Pfizer_PL_Plate1,SP20241,D16,C1867-F-23_19,C1867-F-23_19,-1,m,16,4
7)C1867-F-16,3,B09,Pfizer_PL_Plate1,SP20241,D17,C1867-F-16_20,C1867-F-16_20,-1,m,17,4
8)C1867-F-23,4,B09,Pfizer_PL_Plate1,SP20241,D18,C1867-F-23_20,C1867-F-23_20,-1,m,18,4
7)C1867-F-16,3,B10,Pfizer_PL_Plate1,SP20241,D19,C1867-F-16_21,C1867-F-16_21,-1,m,19,4
8)C1867-F-23,4,B10,Pfizer_PL_Plate1,SP20241,D20,C1867-F-23_21,C1867-F-23_21,-1,m,20,4
7)C1867-F-16,3,B11,Pfizer_PL_Plate1,SP20241,D21,C1867-F-16_22,C1867-F-16_22,-1,m,21,4
8)C1867-F-23,4,B11,Pfizer_PL_Plate1,SP20241,D22,C1867-F-23_22,C1867-F-23_22,-1,m,22,4
5)C1867-F-12,1,C02,Pfizer_PL_Plate1,SP20241,E03,C1867-F-12_23,C1867-F-12_23,-1,m,3,5
6)C1867-F-13,2,C02,Pfizer_PL_Plate1,SP20241,E04,C1867-F-13_23,C1867-F-13_23,-1,m,4,5
5)C1867-F-12,1,C03,Pfizer_PL_Plate1,SP20241,E05,C1867-F-12_24,C1867-F-12_24,-1,m,5,5
6)C1867-F-13,2,C03,Pfizer_PL_Plate1,SP20241,E06,C1867-F-13_24,C1867-F-13_24,-1,m,6,5
5)C1867-F-12,1,C04,Pfizer_PL_Plate1,SP20241,E07,C1867-F-12_25,C1867-F-12_25,-1,m,7,5
6)C1867-F-13,2,C04,Pfizer_PL_Plate1,SP20241,E08,C1867-F-13_25,C1867-F-13_25,-1,m,8,5
5)C1867-F-12,1,C05,Pfizer_PL_Plate1,SP20241,E09,C1867-F-12_26,C1867-F-12_26,-1,m,9,5
6)C1867-F-13,2,C05,Pfizer_PL_Plate1,SP20241,E10,C1867-F-13_26,C1867-F-13_26,-1,m,10,5
5)C1867-F-12,1,C06,Pfizer_PL_Plate1,SP20241,E11,C1867-F-12_27,C1867-F-12_27,-1,m,11,5
6)C1867-F-13,2,C06,Pfizer_PL_Plate1,SP20241,E12,C1867-F-13_27,C1867-F-13_27,-1,m,12,5
5)C1867-F-12,1,C07,Pfizer_PL_Plate1,SP20241,E13,C1867-F-12_28,C1867-F-12_28,-1,m,13,5
6)C1867-F-13,2,C07,Pfizer_PL_Plate1,SP20241,E14,C1867-F-13_28,C1867-F-13_28,-1,m,14,5
5)C1867-F-12,1,C08,Pfizer_PL_Plate1,SP20241,E15,C1867-F-12_29,C1867-F-12_29,-1,m,15,5
6)C1867-F-13,2,C08,Pfizer_PL_Plate1,SP20241,E16,C1867-F-13_29,C1867-F-13_29,-1,m,16,5
5)C1867-F-12,1,C09,Pfizer_PL_Plate1,SP20241,E17,C1867-F-12_30,C1867-F-12_30,-1,m,17,5
6)C1867-F-13,2,C09,Pfizer_PL_Plate1,SP20241,E18,C1867-F-13_30,C1867-F-13_30,-1,m,18,5
5)C1867-F-12,1,C10,Pfizer_PL_Plate1,SP20241,E19,C1867-F-12_31,C1867-F-12_31,-1,m,19,5
6)C1867-F-13,2,C10,Pfizer_PL_Plate1,SP20241,E20,C1867-F-13_31,C1867-F-13_31,-1,m,20,5
5)C1867-F-12,1,C11,Pfizer_PL_Plate1,SP20241,E21,C1867-F-12_32,C1867-F-12_32,-1,m,21,5
6)C1867-F-13,2,C11,Pfizer_PL_Plate1,SP20241,E22,C1867-F-13_32,C1867-F-13_32,-1,m,22,5
7)C1867-F-16,3,C02,Pfizer_PL_Plate1,SP20241,F03,C1867-F-16_23,C1867-F-16_23,-1,m,3,6
8)C1867-F-23,4,C02,Pfizer_PL_Plate1,SP20241,F04,C1867-F-23_23,C1867-F-23_23,-1,m,4,6
7)C1867-F-16,3,C03,Pfizer_PL_Plate1,SP20241,F05,C1867-F-16_24,C1867-F-16_24,-1,m,5,6
8)C1867-F-23,4,C03,Pfizer_PL_Plate1,SP20241,F06,C1867-F-23_24,C1867-F-23_24,-1,m,6,6
7)C1867-F-16,3,C04,Pfizer_PL_Plate1,SP20241,F07,C1867-F-16_25,C1867-F-16_25,-1,m,7,6
8)C1867-F-23,4,C04,Pfizer_PL_Plate1,SP20241,F08,C1867-F-23_25,C1867-F-23_25,-1,m,8,6
7)C1867-F-16,3,C05,Pfizer_PL_Plate1,SP20241,F09,C1867-F-16_26,C1867-F-16_26,-1,m,9,6
8)C1867-F-23,4,C05,Pfizer_PL_Plate1,SP20241,F10,C1867-F-23_26,C1867-F-23_26,-1,m,10,6
7)C1867-F-16,3,C06,Pfizer_PL_Plate1,SP20241,F11,C1867-F-16_27,C1867-F-16_27,-1,m,11,6
8)C1867-F-23,4,C06,Pfizer_PL_Plate1,SP20241,F12,C1867-F-23_27,C1867-F-23_27,-1,m,12,6
7)C1867-F-16,3,C07,Pfizer_PL_Plate1,SP20241,F13,C1867-F-16_28,C1867-F-16_28,-1,m,13,6
8)C1867-F-23,4,C07,Pfizer_PL_Plate1,SP20241,F14,C1867-F-23_28,C1867-F-23_28,-1,m,14,6
7)C1867-F-16,3,C08,Pfizer_PL_Plate1,SP20241,F15,C1867-F-16_29,C1867-F-16_29,-1,m,15,6
8)C1867-F-23,4,C08,Pfizer_PL_Plate1,SP20241,F16,C1867-F-23_29,C1867-F-23_29,-1,m,16,6
7)C1867-F-16,3,C09,Pfizer_PL_Plate1,SP20241,F17,C1867-F-16_30,C1867-F-16_30,-1,m,17,6
8)C1867-F-23,4,C09,Pfizer_PL_Plate1,SP20241,F18,C1867-F-23_30,C1867-F-23_30,-1,m,18,6
7)C1867-F-16,3,C10,Pfizer_PL_Plate1,SP20241,F19,C1867-F-16_31,C1867-F-16_31,-1,m,19,6
8)C1867-F-23,4,C10,Pfizer_PL_Plate1,SP20241,F20,C1867-F-23_31,C1867-F-23_31,-1,m,20,6
7)C1867-F-16,3,C11,Pfizer_PL_Plate1,SP20241,F21,C1867-F-16_32,C1867-F-16_32,-1,m,21,6
