Plate Map,UTSW Plate Map,MoleculeID,Sample ID,Well,Human Readable Name,Concentration,Concentration units,Volume,Preparer,Date Prepared,Notes
SP60002,UTSW_656,SW220706-1,SNF050-11,A03,SW220706-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220722-1,SNF050-12,A04,SW220722-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220738-1,SNF050-13,A05,SW220738-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220754-1,SNF050-14,A06,SW220754-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220770-1,SNF050-15,A07,SW220770-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220786-1,SNF050-16,A08,SW220786-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220802-1,SNF050-17,A09,SW220802-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220818-1,SNF050-18,A10,SW220818-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220834-1,SNF050-19,A11,SW220834-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220850-1,SNF050-20,A12,SW220850-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220707-1,SNF052-1,B03,SW220707-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220723-1,SNF052-2,B04,SW220723-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220739-1,SNF052-3,B05,SW220739-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220755-1,SNF052-4,B06,SW220755-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220771-1,SNF052-5,B07,SW220771-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220787-1,SNF052-6,B08,SW220787-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220803-1,SNF052-7,B09,SW220803-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220819-1,SNF052-8,B10,SW220819-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220835-1,SNF052-9,B11,SW220835-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220851-1,SNF052-10,B12,SW220851-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220708-1,SNF052-11,C03,SW220708-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220724-1,SNF052-12,C04,SW220724-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220740-1,SNF052-13,C05,SW220740-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220756-1,SNF052-14,C06,SW220756-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220772-1,SNF052-15,C07,SW220772-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220788-1,SNF052-16,C08,SW220788-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220804-1,SNF052-17,C09,SW220804-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220820-1,SNF052-18,C10,SW220820-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220836-1,SNF052-19,C11,SW220836-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220852-1,SNF052-20,C12,SW220852-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220709-1,SNF053-1,D03,SW220709-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220725-1,SNF053-2,D04,SW220725-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220741-1,SNF053-3,D05,SW220741-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220757-1,SNF053-4,D06,SW220757-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220773-1,SNF053-5,D07,SW220773-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220789-1,SNF053-6,D08,SW220789-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220805-1,SNF053-7,D09,SW220805-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220821-1,SNF053-8,D10,SW220821-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220837-1,SNF053-9,D11,SW220837-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220853-1,SNF053-10,D12,SW220853-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220710-1,SNF053-11,E03,SW220710-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220726-1,SNF053-12,E04,SW220726-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220742-1,SNF053-13,E05,SW220742-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220758-1,SNF053-14,E06,SW220758-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220774-1,SNF053-15,E07,SW220774-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220790-1,SNF053-16,E08,SW220790-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220806-1,SNF053-17,E09,SW220806-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220822-1,SNF053-18,E10,SW220822-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220838-1,SNF053-19,E11,SW220838-1,10,mg/mL,50,Scott La
SP60002,UTSW_656,SW220854-1,SNF053-20,E12,SW220854-1,10,mg/mL,50,Scott La
