HIFAN Plate Map,Plate Map,MoleculeID,Sample ID,Well,Human Readable Name,Concentration,Unit,Volume,Preparer,Date Prepared,Well X,Well Y,Notes
HIFAN_UIC_002,SP20297,SW335779-1,46201,A03,SW335779-1,10,mg/mL,20,Scott La,20180624,3,1
HIFAN_UIC_002,SP20297,SW335780-1,46202,A04,SW335780-1,10,mg/mL,20,Scott La,20180624,4,1
HIFAN_UIC_002,SP20297,SW335781-1,46203,A05,SW335781-1,10,mg/mL,20,Scott La,20180624,5,1
HIFAN_UIC_002,SP20297,SW335782-1,46204,A06,SW335782-1,10,mg/mL,20,Scott La,20180624,6,1
HIFAN_UIC_002,SP20297,SW335783-1,46205,A07,SW335783-1,10,mg/mL,20,Scott La,20180624,7,1
HIFAN_UIC_002,SP20297,SW335784-1,46206,A08,SW335784-1,10,mg/mL,20,Scott La,20180624,8,1
HIFAN_UIC_002,SP20297,SW335785-1,46207,A09,SW335785-1,10,mg/mL,20,Scott La,20180624,9,1
HIFAN_UIC_002,SP20297,SW335786-1,46208,A10,SW335786-1,10,mg/mL,20,Scott La,20180624,10,1
HIFAN_UIC_002,SP20297,SW335787-1,46209,A11,SW335787-1,10,mg/mL,20,Scott La,20180624,11,1
HIFAN_UIC_002,SP20297,SW335788-1,46210,A12,SW335788-1,10,mg/mL,20,Scott La,20180624,12,1
HIFAN_UIC_002,SP20297,SW335789-1,46225,B03,SW335789-1,10,mg/mL,20,Scott La,20180624,3,2
HIFAN_UIC_002,SP20297,SW335790-1,46226,B04,SW335790-1,10,mg/mL,20,Scott La,20180624,4,2
HIFAN_UIC_002,SP20297,SW335791-1,46227,B05,SW335791-1,10,mg/mL,20,Scott La,20180624,5,2
HIFAN_UIC_002,SP20297,SW335792-1,46228,B06,SW335792-1,10,mg/mL,20,Scott La,20180624,6,2
HIFAN_UIC_002,SP20297,SW335793-1,46229,B07,SW335793-1,10,mg/mL,20,Scott La,20180624,7,2
HIFAN_UIC_002,SP20297,SW335794-1,46230,B08,SW335794-1,10,mg/mL,20,Scott La,20180624,8,2
HIFAN_UIC_002,SP20297,SW335795-1,46231,B09,SW335795-1,10,mg/mL,20,Scott La,20180624,9,2
HIFAN_UIC_002,SP20297,SW335796-1,46232,B10,SW335796-1,10,mg/mL,20,Scott La,20180624,10,2
HIFAN_UIC_002,SP20297,SW335797-1,46233,B11,SW335797-1,10,mg/mL,20,Scott La,20180624,11,2
HIFAN_UIC_002,SP20297,SW335798-1,46234,B12,SW335798-1,10,mg/mL,20,Scott La,20180624,12,2
HIFAN_UIC_002,SP20297,SW335799-1,46237,C03,SW335799-1,10,mg/mL,20,Scott La,20180624,3,3
HIFAN_UIC_002,SP20297,SW335800-1,46238,C04,SW335800-1,10,mg/mL,20,Scott La,20180624,4,3
HIFAN_UIC_002,SP20297,SW335801-1,46261,C05,SW335801-1,10,mM,20,Scott La,20180624,5,3
HIFAN_UIC_002,SP20297,SW335802-1,46262,C06,SW335802-1,10,mM,20,Scott La,20180624,6,3
HIFAN_UIC_002,SP20297,SW335803-1,46263,C07,SW335803-1,10,mg/mL,20,Scott La,20180624,7,3
