Plate Map,Well,Human Readable Name,MoleculeID,Concentration,Unit
SP20222,A03,1503B,1503B,100,m
SP20222,A04,1510D,1510D,100,m
SP20222,A05,1511E-F2-P2,1511E-F2-P2,10,m
SP20222,A06,1511E-F3-P1,1511E-F3-P1,10,m
SP20222,A07,1509E,1509E,100,m
SP20222,A08,Phencomycin,Phencomycin,20,m
SP20222,A09,Dicarbomethoxy phenazine,Dicarbomethoxy phenazine,10,m
SP20222,A10,1832D,1832D,100,m
SP20222,A11,1665D,1665D,100,m
SP20222,A12,1783F,1783F,100,m
SP20222,A13,1832D-F1-P2,1832D-F1-P2,10,m
SP20222,A14,Tetronasin,Tetronasin,84.05,m
SP20222,A15,1775D-A,1775D-A,10,m
SP20222,A16,1623C-A,1623C-A,10,m
SP20222,A17,Mirilactam,Mirilactam,5,m
SP20222,A18,Macquarimicin D,Macquarimicin D,20,m
SP20222,A19,Antimycin,Antimycin,20,m
SP20222,A20,Lobosamide C,Lobosamide C,5,m
SP20222,A21,1665_75,1665_75,100,m
SP20222,A22,1665_EtOAc,1665_EtOAc,100,m
SP20222,B03,1503B,1503B,50,m
SP20222,B04,1510D,1510D,50,m
SP20222,B05,1511E-F2-P2,1511E-F2-P2,5,m
SP20222,B06,1511E-F3-P1,1511E-F3-P1,5,m
SP20222,B07,1509E,1509E,50,m
SP20222,B08,Phencomycin,Phencomycin,10,m
SP20222,B09,Dicarbomethoxy phenazine,Dicarbomethoxy phenazine,5,m
SP20222,B10,1832D,1832D,50,m
SP20222,B11,1665D,1665D,50,m
SP20222,B12,1783F,1783F,50,m
SP20222,B13,1832D-F1-P2,1832D-F1-P2,5,m
SP20222,B14,Tetronasin,Tetronasin,42.025,m
SP20222,B15,1775D-A,1775D-A,5,m
SP20222,B16,1623C-A,1623C-A,5,m
SP20222,B17,Mirilactam,Mirilactam,2.5,m
SP20222,B18,Macquarimicin D,Macquarimicin D,10,m
SP20222,B19,Antimycin,Antimycin,10,m
SP20222,B20,Lobosamide C,Lobosamide C,2.5,m
SP20222,B21,1665_75,1665_75,50,m
SP20222,B22,1665_EtOAc,1665_EtOAc,50,m
SP20222,C03,1503B,1503B,25,m
