Plate Map,UTSW Plate Map,MoleculeID,Sample ID,Well,Human Readable Name,Concentration,Concentration units,Volume,Preparer,Date Prepared,Notes
SP60001,UTSW_655,SW220386-1,SNF30-11,A03,SW220386-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220402-1,SNF30-12,A04,SW220402-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220418-1,SNF30-13,A05,SW220418-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220434-1,SNF30-14,A06,SW220434-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220450-1,SNF30-15,A07,SW220450-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220466-1,SNF30-16,A08,SW220466-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220482-1,SNF30-17,A09,SW220482-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220498-1,SNF30-18,A10,SW220498-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220514-1,SNF30-19,A11,SW220514-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220530-1,SNF30-20,A12,SW220530-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220387-1,SNF031-1,B03,SW220387-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220403-1,SNF031-2,B04,SW220403-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220419-1,SNF031-3,B05,SW220419-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220435-1,SNF031-4,B06,SW220435-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220451-1,SNF031-5,B07,SW220451-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220467-1,SNF031-6,B08,SW220467-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220483-1,SNF031-7,B09,SW220483-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220499-1,SNF031-8,B10,SW220499-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220515-1,SNF031-9,B11,SW220515-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220531-1,SNF031-10,B12,SW220531-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220388-1,SNF031-11,C03,SW220388-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220404-1,SNF031-12,C04,SW220404-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220420-1,SNF031-13,C05,SW220420-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220436-1,SNF031-14,C06,SW220436-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220452-1,SNF031-15,C07,SW220452-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220468-1,SNF031-16,C08,SW220468-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220484-1,SNF031-17,C09,SW220484-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220500-1,SNF031-18,C10,SW220500-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220516-1,SNF031-19,C11,SW220516-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220532-1,SNF031-20,C12,SW220532-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220389-1,SNF032-1,D03,SW220389-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220405-1,SNF032-2,D04,SW220405-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220421-1,SNF032-3,D05,SW220421-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220437-1,SNF032-4,D06,SW220437-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220453-1,SNF032-5,D07,SW220453-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220469-1,SNF032-6,D08,SW220469-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220485-1,SNF032-7,D09,SW220485-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220501-1,SNF032-8,D10,SW220501-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220517-1,SNF032-9,D11,SW220517-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220533-1,SNF032-10,D12,SW220533-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220390-1,SNF032-11,E03,SW220390-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220406-1,SNF032-12,E04,SW220406-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220422-1,SNF032-13,E05,SW220422-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220438-1,SNF032-14,E06,SW220438-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220454-1,SNF032-15,E07,SW220454-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220470-1,SNF032-16,E08,SW220470-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220486-1,SNF032-17,E09,SW220486-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220502-1,SNF032-18,E10,SW220502-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220518-1,SNF032-19,E11,SW220518-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220534-1,SNF032-20,E12,SW220534-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220391-1,SNF034-1,F03,SW220391-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220407-1,SNF034-2,F04,SW220407-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220423-1,SNF034-3,F05,SW220423-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220439-1,SNF034-4,F06,SW220439-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220455-1,SNF034-5,F07,SW220455-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220471-1,SNF034-6,F08,SW220471-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220487-1,SNF034-7,F09,SW220487-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220503-1,SNF034-8,F10,SW220503-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220519-1,SNF034-9,F11,SW220519-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220535-1,SNF034-10,F12,SW220535-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220392-1,SNF034-11,G03,SW220392-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220408-1,SNF034-12,G04,SW220408-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220424-1,SNF034-13,G05,SW220424-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220440-1,SNF034-14,G06,SW220440-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220456-1,SNF034-15,G07,SW220456-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220472-1,SNF034-16,G08,SW220472-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220488-1,SNF034-17,G09,SW220488-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220504-1,SNF034-18,G10,SW220504-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220520-1,SNF034-19,G11,SW220520-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220536-1,SNF034-20,G12,SW220536-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220393-1,SNF035-1,H03,SW220393-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220409-1,SNF035-2,H04,SW220409-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220425-1,SNF035-3,H05,SW220425-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220441-1,SNF035-4,H06,SW220441-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220457-1,SNF035-5,H07,SW220457-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220473-1,SNF035-6,H08,SW220473-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220489-1,SNF035-7,H09,SW220489-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220505-1,SNF035-8,H10,SW220505-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220521-1,SNF035-9,H11,SW220521-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220537-1,SNF035-10,H12,SW220537-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220394-1,SNF035-11,I03,SW220394-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220410-1,SNF035-12,I04,SW220410-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220426-1,SNF035-13,I05,SW220426-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220442-1,SNF035-14,I06,SW220442-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220458-1,SNF035-15,I07,SW220458-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220474-1,SNF035-16,I08,SW220474-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220490-1,SNF035-17,I09,SW220490-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220506-1,SNF035-18,I10,SW220506-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220522-1,SNF035-19,I11,SW220522-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220538-1,SNF035-20,I12,SW220538-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220395-1,SNF036-1,J03,SW220395-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220411-1,SNF036-2,J04,SW220411-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220427-1,SNF036-3,J05,SW220427-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220443-1,SNF036-4,J06,SW220443-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220459-1,SNF036-5,J07,SW220459-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220475-1,SNF036-6,J08,SW220475-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220491-1,SNF036-7,J09,SW220491-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220507-1,SNF036-8,J10,SW220507-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220523-1,SNF036-9,J11,SW220523-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220539-1,SNF036-10,J12,SW220539-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220396-1,SNF036-11,K03,SW220396-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220412-1,SNF036-12,K04,SW220412-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220428-1,SNF036-13,K05,SW220428-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220444-1,SNF036-14,K06,SW220444-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220460-1,SNF036-15,K07,SW220460-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220476-1,SNF036-16,K08,SW220476-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220492-1,SNF036-17,K09,SW220492-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220508-1,SNF036-18,K10,SW220508-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220524-1,SNF036-19,K11,SW220524-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220540-1,SNF036-20,K12,SW220540-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220397-1,SNF037-1,L03,SW220397-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220413-1,SNF037-2,L04,SW220413-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220429-1,SNF037-3,L05,SW220429-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220445-1,SNF037-4,L06,SW220445-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220461-1,SNF037-5,L07,SW220461-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220477-1,SNF037-6,L08,SW220477-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220493-1,SNF037-7,L09,SW220493-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220509-1,SNF037-8,L10,SW220509-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220525-1,SNF037-9,L11,SW220525-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220541-1,SNF037-10,L12,SW220541-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220398-1,SNF037-11,M03,SW220398-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220414-1,SNF037-12,M04,SW220414-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220430-1,SNF037-13,M05,SW220430-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220446-1,SNF037-14,M06,SW220446-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220462-1,SNF037-15,M07,SW220462-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220478-1,SNF037-16,M08,SW220478-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220494-1,SNF037-17,M09,SW220494-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220510-1,SNF037-18,M10,SW220510-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220526-1,SNF037-19,M11,SW220526-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220542-1,SNF037-20,M12,SW220542-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220399-1,SNF038-1,N03,SW220399-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220415-1,SNF038-2,N04,SW220415-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220431-1,SNF038-3,N05,SW220431-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220447-1,SNF038-4,N06,SW220447-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220463-1,SNF038-5,N07,SW220463-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220479-1,SNF038-6,N08,SW220479-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220495-1,SNF038-7,N09,SW220495-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220511-1,SNF038-8,N10,SW220511-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220527-1,SNF038-9,N11,SW220527-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220543-1,SNF038-10,N12,SW220543-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220400-1,SNF038-11,O03,SW220400-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220416-1,SNF038-12,O04,SW220416-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220432-1,SNF038-13,O05,SW220432-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220448-1,SNF038-14,O06,SW220448-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220464-1,SNF038-15,O07,SW220464-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220480-1,SNF038-16,O08,SW220480-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220496-1,SNF038-17,O09,SW220496-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220512-1,SNF038-18,O10,SW220512-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220528-1,SNF038-19,O11,SW220528-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220544-1,SNF038-20,O12,SW220544-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220401-1,SNF039-1,P03,SW220401-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220417-1,SNF039-2,P04,SW220417-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220433-1,SNF039-3,P05,SW220433-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220449-1,SNF039-4,P06,SW220449-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220465-1,SNF039-5,P07,SW220465-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220481-1,SNF039-6,P08,SW220481-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220497-1,SNF039-7,P09,SW220497-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220513-1,SNF039-8,P10,SW220513-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220529-1,SNF039-9,P11,SW220529-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220545-1,SNF039-10,P12,SW220545-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220546-1,SNF039-11,A13,SW220546-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220562-1,SNF039-12,A14,SW220562-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220578-1,SNF039-13,A15,SW220578-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220594-1,SNF039-14,A16,SW220594-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220610-1,SNF039-15,A17,SW220610-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220626-1,SNF039-16,A18,SW220626-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220642-1,SNF039-17,A19,SW220642-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220658-1,SNF039-18,A20,SW220658-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220674-1,SNF039-19,A21,SW220674-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220690-1,SNF039-20,A22,SW220690-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220547-1,SNF040-1,B13,SW220547-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220563-1,SNF040-2,B14,SW220563-1,10,mg/mL,50,Scott La,20171110
SP60001,UTSW_655,SW220579-1,SNF040-3,B15,SW220579-1,10,mg/mL,50,Scott La,20171110
