384_Plate_ID,Plate Map,Well,Human_Readable_Name,MoleculeID,Concentration,Unit,Well_X,Well_Y
HF007,SP20305,A03,ibrutinib,ibrutinib,10.0,mM,3,1
HF007,SP20305,A04,IMD-0354,IMD-0354,10.0,mM,4,1
HF007,SP20305,A05,CNX-744,CNX-744,10.0,mM,5,1
HF007,SP20305,A06,IKK-16,IKK-16,10.0,mM,6,1
HF007,SP20305,A07,CGI1746,CGI1746,10.0,mM,7,1
HF007,SP20305,A08,JSH-23,JSH-23,10.0,mM,8,1
HF007,SP20305,A09,AVL292,AVL292,10.0,mM,9,1
HF007,SP20305,A10,SC75741,SC75741,10.0,mM,10,1
HF007,SP20305,A11,nimesulide,nimesulide,10.0,mM,11,1
HF007,SP20305,A12,JSH-23,JSH-23,10.0,mM,12,1
HF007,SP20305,A13,diclofenac,diclofenac,10.0,mM,13,1
HF007,SP20305,A14,QNZ-10,QNZ-10,10.0,mM,14,1
HF007,SP20305,A15,triflusal,triflusal,10.0,mM,15,1
HF007,SP20305,A16,Toll-like_receptor_modulator,Toll-like_receptor_modulator,10.0,mM,16,1
HF007,SP20305,A17,phenacetin,phenacetin,10.0,mM,17,1
HF007,SP20305,A18,Gardiquimod_trifluoroacetate,Gardiquimod_trifluoroacetate,10.0,mM,18,1
HF007,SP20305,A19,antipyrine,antipyrine,10.0,mM,19,1
HF007,SP20305,A20,Resiquimod,Resiquimod,10.0,mM,20,1
HF007,SP20305,A21,BMS-345541,BMS-345541,10.0,mM,21,1
HF007,SP20305,A22,1400W,1400W,10.0,mM,22,1
HF007,SP20305,A23,LPS_A23,LPS_A23,,,23,1
HF007,SP20305,A24,LPS_A24,LPS_A24,,,24,1
HF007,SP20305,B03,L-Name,L-Name,10.0,mM,3,2
HF007,SP20305,B04,JN01_F1,JN01_F1,100.0,ug_ml,4,2
HF007,SP20305,B05,Agmatine,Agmatine,10.0,mM,5,2
HF007,SP20305,B06,JN02_F1,JN02_F1,100.0,ug_ml,6,2
HF007,SP20305,B07,L-NIL,L-NIL,10.0,mM,7,2
HF007,SP20305,B08,VM01_F1,VM01_F1,100.0,ug_ml,8,2
